school,conference,host,sport,season,method,n_players
Weber State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,weberstatesports.com,mens-tennis,2023,devalue,8
Weber State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,weberstatesports.com,mens-tennis,2024,devalue,9
Weber State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,weberstatesports.com,mens-tennis,2025,devalue,9
Weber State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,weberstatesports.com,mens-tennis,2026,devalue,9
Weber State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,weberstatesports.com,womens-tennis,2022,devalue,8
Weber State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,weberstatesports.com,womens-tennis,2023,devalue,8
Weber State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,weberstatesports.com,womens-tennis,2024,devalue,8
Weber State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,weberstatesports.com,womens-tennis,2025,devalue,8
Weber State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,weberstatesports.com,womens-tennis,2026,devalue,8
Norfolk State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nsuspartans.com,mens-tennis,2022,legacy-html,7
Norfolk State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nsuspartans.com,mens-tennis,2023,legacy-html,7
Norfolk State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nsuspartans.com,mens-tennis,2024,legacy-html,7
Norfolk State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nsuspartans.com,mens-tennis,2025,legacy-html,7
Norfolk State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nsuspartans.com,mens-tennis,2026,legacy-html,7
Norfolk State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nsuspartans.com,womens-tennis,2022,legacy-html,9
Norfolk State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nsuspartans.com,womens-tennis,2023,legacy-html,9
Norfolk State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nsuspartans.com,womens-tennis,2024,legacy-html,9
Norfolk State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nsuspartans.com,womens-tennis,2025,legacy-html,9
Norfolk State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nsuspartans.com,womens-tennis,2026,legacy-html,9
North Carolina Central,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nccueaglepride.com,mens-tennis,2022,legacy-html,6
North Carolina Central,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nccueaglepride.com,mens-tennis,2023,legacy-html,9
North Carolina Central,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nccueaglepride.com,mens-tennis,2024,legacy-html,8
North Carolina Central,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nccueaglepride.com,mens-tennis,2025,legacy-html,9
North Carolina Central,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nccueaglepride.com,mens-tennis,2026,legacy-html,9
North Carolina Central,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nccueaglepride.com,womens-tennis,2022,legacy-html,7
North Carolina Central,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nccueaglepride.com,womens-tennis,2023,legacy-html,7
North Carolina Central,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nccueaglepride.com,womens-tennis,2024,legacy-html,8
North Carolina Central,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nccueaglepride.com,womens-tennis,2025,legacy-html,7
North Carolina Central,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nccueaglepride.com,womens-tennis,2026,legacy-html,8
South Carolina State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,scsuathletics.com,mens-tennis,2022,legacy-html,8
South Carolina State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,scsuathletics.com,mens-tennis,2023,legacy-html,9
South Carolina State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,scsuathletics.com,mens-tennis,2024,legacy-html,8
South Carolina State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,scsuathletics.com,mens-tennis,2025,legacy-html,8
South Carolina State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,scsuathletics.com,mens-tennis,2026,legacy-html,8
South Carolina State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,scsuathletics.com,womens-tennis,2022,legacy-html,4
South Carolina State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,scsuathletics.com,womens-tennis,2023,legacy-html,6
South Carolina State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,scsuathletics.com,womens-tennis,2024,legacy-html,4
South Carolina State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,scsuathletics.com,womens-tennis,2025,legacy-html,4
South Carolina State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,scsuathletics.com,womens-tennis,2026,legacy-html,4
Alabama A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,aamusports.com,mens-tennis,2022,legacy-html,6
Alabama A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,aamusports.com,mens-tennis,2023,legacy-html,6
Alabama A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,aamusports.com,mens-tennis,2024,legacy-html,8
Alabama A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,aamusports.com,mens-tennis,2025,legacy-html,8
Alabama A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,aamusports.com,mens-tennis,2026,legacy-html,6
Alabama A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,aamusports.com,womens-tennis,2022,legacy-html,5
Alabama A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,aamusports.com,womens-tennis,2023,legacy-html,5
Alabama A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,aamusports.com,womens-tennis,2024,legacy-html,9
Alabama A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,aamusports.com,womens-tennis,2025,legacy-html,8
Alabama A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,aamusports.com,womens-tennis,2026,legacy-html,5
Alabama State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,bamastatesports.com,mens-tennis,2022,legacy-html,8
Alabama State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,bamastatesports.com,mens-tennis,2023,legacy-html,8
Alabama State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,bamastatesports.com,mens-tennis,2024,legacy-html,7
Alabama State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,bamastatesports.com,mens-tennis,2025,legacy-html,7
Alabama State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,bamastatesports.com,mens-tennis,2026,legacy-html,8
Alabama State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,bamastatesports.com,womens-tennis,2022,legacy-html,8
Alabama State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,bamastatesports.com,womens-tennis,2023,legacy-html,7
Alabama State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,bamastatesports.com,womens-tennis,2024,legacy-html,8
Alabama State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,bamastatesports.com,womens-tennis,2025,legacy-html,6
Alabama State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,bamastatesports.com,womens-tennis,2026,legacy-html,8
Jackson State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gojsutigers.com,mens-tennis,2022,legacy-html,4
Jackson State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gojsutigers.com,mens-tennis,2023,legacy-html,7
Jackson State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gojsutigers.com,mens-tennis,2024,legacy-html,6
Jackson State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gojsutigers.com,mens-tennis,2025,legacy-html,7
Jackson State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gojsutigers.com,mens-tennis,2026,legacy-html,7
Jackson State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gojsutigers.com,womens-tennis,2022,legacy-html,9
Jackson State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gojsutigers.com,womens-tennis,2023,legacy-html,7
Jackson State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gojsutigers.com,womens-tennis,2024,legacy-html,7
Jackson State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gojsutigers.com,womens-tennis,2025,legacy-html,7
Jackson State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gojsutigers.com,womens-tennis,2026,legacy-html,8
Prairie View A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,pvpanthers.com,mens-tennis,2022,legacy-html,7
Prairie View A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,pvpanthers.com,mens-tennis,2023,legacy-html,7
Prairie View A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,pvpanthers.com,mens-tennis,2024,legacy-html,8
Prairie View A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,pvpanthers.com,mens-tennis,2025,legacy-html,9
Prairie View A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,pvpanthers.com,mens-tennis,2026,legacy-html,9
Prairie View A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,pvpanthers.com,womens-tennis,2022,legacy-html,9
Prairie View A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,pvpanthers.com,womens-tennis,2023,legacy-html,8
Prairie View A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,pvpanthers.com,womens-tennis,2024,legacy-html,7
Prairie View A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,pvpanthers.com,womens-tennis,2025,legacy-html,8
Prairie View A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,pvpanthers.com,womens-tennis,2026,legacy-html,8
UT Rio Grande Valley,Independents / other,goutrgv.com,mens-tennis,2022,legacy-html,9
UT Rio Grande Valley,Independents / other,goutrgv.com,mens-tennis,2023,legacy-html,8
UT Rio Grande Valley,Independents / other,goutrgv.com,mens-tennis,2024,legacy-html,8
UT Rio Grande Valley,Independents / other,goutrgv.com,mens-tennis,2025,legacy-html,11
UT Rio Grande Valley,Independents / other,goutrgv.com,mens-tennis,2026,legacy-html,11
UT Rio Grande Valley,Independents / other,goutrgv.com,womens-tennis,2022,legacy-html,12
UT Rio Grande Valley,Independents / other,goutrgv.com,womens-tennis,2023,legacy-html,11
UT Rio Grande Valley,Independents / other,goutrgv.com,womens-tennis,2024,legacy-html,7
UT Rio Grande Valley,Independents / other,goutrgv.com,womens-tennis,2025,legacy-html,9
UT Rio Grande Valley,Independents / other,goutrgv.com,womens-tennis,2026,legacy-html,10
Southern,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gojagsports.com,mens-tennis,2022,none,0
Southern,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gojagsports.com,mens-tennis,2023,none,0
Southern,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gojagsports.com,mens-tennis,2024,legacy-html,4
Southern,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gojagsports.com,mens-tennis,2025,legacy-html,6
Southern,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gojagsports.com,mens-tennis,2026,none,0
Southern,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gojagsports.com,womens-tennis,2022,legacy-html,8
Southern,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gojagsports.com,womens-tennis,2023,legacy-html,8
Southern,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gojagsports.com,womens-tennis,2024,legacy-html,9
Southern,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gojagsports.com,womens-tennis,2025,legacy-html,8
Southern,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gojagsports.com,womens-tennis,2026,none,0
Utah Tech,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,utahtechtrailblazers.com,mens-tennis,2022,none,0
Utah Tech,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,utahtechtrailblazers.com,mens-tennis,2023,none,0
Utah Tech,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,utahtechtrailblazers.com,mens-tennis,2024,none,0
Utah Tech,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,utahtechtrailblazers.com,mens-tennis,2025,none,0
Utah Tech,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,utahtechtrailblazers.com,mens-tennis,2026,none,0
Utah Tech,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,utahtechtrailblazers.com,womens-tennis,2022,legacy-html,9
Utah Tech,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,utahtechtrailblazers.com,womens-tennis,2023,legacy-html,9
Utah Tech,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,utahtechtrailblazers.com,womens-tennis,2024,legacy-html,11
Utah Tech,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,utahtechtrailblazers.com,womens-tennis,2025,legacy-html,8
Utah Tech,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,utahtechtrailblazers.com,womens-tennis,2026,legacy-html,9
Chicago State,Independents / other,gocsucougars.com,mens-tennis,2022,legacy-html,7
Chicago State,Independents / other,gocsucougars.com,mens-tennis,2023,legacy-html,7
Chicago State,Independents / other,gocsucougars.com,mens-tennis,2024,legacy-html,8
Chicago State,Independents / other,gocsucougars.com,mens-tennis,2025,legacy-html,1
Chicago State,Independents / other,gocsucougars.com,mens-tennis,2026,legacy-html,5
Chicago State,Independents / other,gocsucougars.com,womens-tennis,2022,legacy-html,9
Chicago State,Independents / other,gocsucougars.com,womens-tennis,2023,legacy-html,9
Chicago State,Independents / other,gocsucougars.com,womens-tennis,2024,legacy-html,8
Chicago State,Independents / other,gocsucougars.com,womens-tennis,2025,legacy-html,7
Chicago State,Independents / other,gocsucougars.com,womens-tennis,2026,legacy-html,6
Seattle U,Independents / other,goseattleu.com,mens-tennis,2022,devalue,11
Seattle U,Independents / other,goseattleu.com,mens-tennis,2023,devalue,9
Seattle U,Independents / other,goseattleu.com,mens-tennis,2024,devalue,9
Seattle U,Independents / other,goseattleu.com,mens-tennis,2025,devalue,9
Seattle U,Independents / other,goseattleu.com,mens-tennis,2026,devalue,9
Seattle U,Independents / other,goseattleu.com,womens-tennis,2022,devalue,9
Seattle U,Independents / other,goseattleu.com,womens-tennis,2023,devalue,7
Seattle U,Independents / other,goseattleu.com,womens-tennis,2024,devalue,9
Seattle U,Independents / other,goseattleu.com,womens-tennis,2025,devalue,8
Seattle U,Independents / other,goseattleu.com,womens-tennis,2026,devalue,8
Binghamton,Independents / other,binghamtonbearcats.com,mens-tennis,2022,legacy-html,8
Binghamton,Independents / other,binghamtonbearcats.com,mens-tennis,2023,legacy-html,9
Binghamton,Independents / other,binghamtonbearcats.com,mens-tennis,2024,legacy-html,9
Binghamton,Independents / other,binghamtonbearcats.com,mens-tennis,2025,legacy-html,9
Binghamton,Independents / other,binghamtonbearcats.com,mens-tennis,2026,legacy-html,9
Binghamton,Independents / other,binghamtonbearcats.com,womens-tennis,2022,legacy-html,7
Binghamton,Independents / other,binghamtonbearcats.com,womens-tennis,2023,legacy-html,9
Binghamton,Independents / other,binghamtonbearcats.com,womens-tennis,2024,legacy-html,10
Binghamton,Independents / other,binghamtonbearcats.com,womens-tennis,2025,legacy-html,9
Binghamton,Independents / other,binghamtonbearcats.com,womens-tennis,2026,legacy-html,10
Cal Baptist,Independents / other,cbulancers.com,mens-tennis,2022,none,0
Cal Baptist,Independents / other,cbulancers.com,mens-tennis,2023,none,0
Cal Baptist,Independents / other,cbulancers.com,mens-tennis,2024,none,0
Cal Baptist,Independents / other,cbulancers.com,mens-tennis,2025,none,0
Cal Baptist,Independents / other,cbulancers.com,mens-tennis,2026,none,0
Cal Baptist,Independents / other,cbulancers.com,womens-tennis,2022,none,0
Cal Baptist,Independents / other,cbulancers.com,womens-tennis,2023,none,0
Cal Baptist,Independents / other,cbulancers.com,womens-tennis,2024,none,0
Cal Baptist,Independents / other,cbulancers.com,womens-tennis,2025,none,0
Cal Baptist,Independents / other,cbulancers.com,womens-tennis,2026,none,0
New Hampshire,Independents / other,unhwildcats.com,mens-tennis,2022,none,0
New Hampshire,Independents / other,unhwildcats.com,mens-tennis,2023,none,0
New Hampshire,Independents / other,unhwildcats.com,mens-tennis,2024,none,0
New Hampshire,Independents / other,unhwildcats.com,mens-tennis,2025,none,0
New Hampshire,Independents / other,unhwildcats.com,mens-tennis,2026,none,0
New Hampshire,Independents / other,unhwildcats.com,womens-tennis,2022,none,0
New Hampshire,Independents / other,unhwildcats.com,womens-tennis,2023,none,0
New Hampshire,Independents / other,unhwildcats.com,womens-tennis,2024,none,0
New Hampshire,Independents / other,unhwildcats.com,womens-tennis,2025,none,0
New Hampshire,Independents / other,unhwildcats.com,womens-tennis,2026,none,0
Texas Southern,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,tsusports.com,mens-tennis,2022,none,0
Texas Southern,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,tsusports.com,mens-tennis,2023,none,0
Texas Southern,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,tsusports.com,mens-tennis,2024,none,0
Texas Southern,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,tsusports.com,mens-tennis,2025,none,0
Texas Southern,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,tsusports.com,mens-tennis,2026,none,0
Texas Southern,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,tsusports.com,womens-tennis,2022,none,0
Texas Southern,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,tsusports.com,womens-tennis,2023,none,0
Texas Southern,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,tsusports.com,womens-tennis,2024,none,0
Texas Southern,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,tsusports.com,womens-tennis,2025,none,0
Texas Southern,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,tsusports.com,womens-tennis,2026,none,0
Stony Brook,Independents / other,stonybrookathletics.com,mens-tennis,2022,legacy-html,10
Stony Brook,Independents / other,stonybrookathletics.com,mens-tennis,2023,legacy-html,10
Stony Brook,Independents / other,stonybrookathletics.com,mens-tennis,2024,legacy-html,10
Stony Brook,Independents / other,stonybrookathletics.com,mens-tennis,2025,legacy-html,10
Stony Brook,Independents / other,stonybrookathletics.com,mens-tennis,2026,legacy-html,10
Stony Brook,Independents / other,stonybrookathletics.com,womens-tennis,2022,legacy-html,8
Stony Brook,Independents / other,stonybrookathletics.com,womens-tennis,2023,legacy-html,9
Stony Brook,Independents / other,stonybrookathletics.com,womens-tennis,2024,legacy-html,10
Stony Brook,Independents / other,stonybrookathletics.com,womens-tennis,2025,legacy-html,12
Stony Brook,Independents / other,stonybrookathletics.com,womens-tennis,2026,legacy-html,10
Bryant,Independents / other,bryantbulldogs.com,mens-tennis,2022,legacy-html,17
Bryant,Independents / other,bryantbulldogs.com,mens-tennis,2023,legacy-html,12
Bryant,Independents / other,bryantbulldogs.com,mens-tennis,2024,legacy-html,12
Bryant,Independents / other,bryantbulldogs.com,mens-tennis,2025,legacy-html,12
Bryant,Independents / other,bryantbulldogs.com,mens-tennis,2026,legacy-html,6
Bryant,Independents / other,bryantbulldogs.com,womens-tennis,2022,legacy-html,10
Bryant,Independents / other,bryantbulldogs.com,womens-tennis,2023,legacy-html,12
Bryant,Independents / other,bryantbulldogs.com,womens-tennis,2024,legacy-html,13
Bryant,Independents / other,bryantbulldogs.com,womens-tennis,2025,legacy-html,13
Bryant,Independents / other,bryantbulldogs.com,womens-tennis,2026,legacy-html,13
UMBC,Independents / other,umbcretrievers.com,mens-tennis,2022,none,0
UMBC,Independents / other,umbcretrievers.com,mens-tennis,2023,none,0
UMBC,Independents / other,umbcretrievers.com,mens-tennis,2024,none,0
UMBC,Independents / other,umbcretrievers.com,mens-tennis,2025,none,0
UMBC,Independents / other,umbcretrievers.com,mens-tennis,2026,none,0
UMBC,Independents / other,umbcretrievers.com,womens-tennis,2022,none,0
UMBC,Independents / other,umbcretrievers.com,womens-tennis,2023,none,0
UMBC,Independents / other,umbcretrievers.com,womens-tennis,2024,none,0
UMBC,Independents / other,umbcretrievers.com,womens-tennis,2025,none,0
UMBC,Independents / other,umbcretrievers.com,womens-tennis,2026,none,0
Merrimack,Independents / other,merrimackathletics.com,mens-tennis,2022,legacy-html,12
Merrimack,Independents / other,merrimackathletics.com,mens-tennis,2023,legacy-html,3
Merrimack,Independents / other,merrimackathletics.com,mens-tennis,2024,legacy-html,10
Merrimack,Independents / other,merrimackathletics.com,mens-tennis,2025,none,0
